2026/03/25 01:22:40 [31;1m/home/jesua/Documents/My Personal Project/ojt-system/backend/controllers/coordinator_controller.go:91 [35;1mrecord not found
[0m[33m[0.382ms] [34;1m[rows:0][0m SELECT * FROM "evaluations" WHERE student_id = 7 AND "evaluations"."deleted_at" IS NULL ORDER BY created_at desc,"evaluations"."id" LIMIT 1
[GIN] 2026/03/25 - 01:22:40 | 200 |    13.11393ms |             ::1 | GET      "/api/coordinator/students"
[GIN] 2026/03/25 - 01:22:40 | 200 |   13.339085ms |             ::1 | GET      "/api/coordinator/users/pending"

2026/03/25 01:22:40 [31;1m/home/jesua/Documents/My Personal Project/ojt-system/backend/controllers/coordinator_controller.go:91 [35;1mrecord not found
[0m[33m[0.226ms] [34;1m[rows:0][0m SELECT * FROM "evaluations" WHERE student_id = 7 AND "evaluations"."deleted_at" IS NULL ORDER BY created_at desc,"evaluations"."id" LIMIT 1
[GIN] 2026/03/25 - 01:22:40 | 200 |    3.895337ms |             ::1 | GET      "/api/coordinator/students"
[GIN] 2026/03/25 - 01:22:48 | 204 |      12.273µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2026/03/25 - 01:22:48 | 200 |     701.866µs |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:22:49 | 200 |     676.187µs |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:22:54 | 204 |       7.023µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:22:54 | 200 |     558.095µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:23:23 | 204 |       7.283µs |             ::1 | OPTIONS  "/api/auth/login"
[GIN] 2026/03/25 - 01:23:23 | 401 |   54.818455ms |             ::1 | POST     "/api/auth/login"
[GIN] 2026/03/25 - 01:23:24 | 401 |      18.174µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:23:31 | 204 |       9.268µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:23:31 | 204 |       3.446µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:23:31 | 200 |     715.101µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:23:31 | 200 |     609.071µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:23:46 | 204 |      10.269µs |             ::1 | OPTIONS  "/api/auth/login"
[GIN] 2026/03/25 - 01:23:47 | 401 |    58.13495ms |             ::1 | POST     "/api/auth/login"
[GIN] 2026/03/25 - 01:24:04 | 204 |       6.032µs |             ::1 | OPTIONS  "/api/auth/login"
[GIN] 2026/03/25 - 01:24:04 | 401 |   54.209958ms |             ::1 | POST     "/api/auth/login"
[GIN] 2026/03/25 - 01:24:19 | 204 |       37.08µs |             ::1 | OPTIONS  "/api/auth/login"
[GIN] 2026/03/25 - 01:24:19 | 200 |   59.728769ms |             ::1 | POST     "/api/auth/login"
[GIN] 2026/03/25 - 01:24:19 | 204 |      10.059µs |             ::1 | OPTIONS  "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:24:19 | 204 |       7.183µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:24:19 | 204 |      18.606µs |             ::1 | OPTIONS  "/api/coordinator/students"
[GIN] 2026/03/25 - 01:24:19 | 204 |      11.432µs |             ::1 | OPTIONS  "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:24:19 | 204 |      14.077µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:24:19 | 200 |    1.145719ms |             ::1 | GET      "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:24:19 | 204 |       36.75µs |             ::1 | OPTIONS  "/api/coordinator/students"
[GIN] 2026/03/25 - 01:24:19 | 200 |    2.358163ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:24:19 | 200 |    1.814033ms |             ::1 | GET      "/api/notifications/"

2026/03/25 01:24:19 [31;1m/home/jesua/Documents/My Personal Project/ojt-system/backend/controllers/coordinator_controller.go:91 [35;1mrecord not found
